student_id,student_name,birth_date,grade_level,school_name,barangay,math_score,english_score,science_score,attendance_rate
STU-300990,Robert Morris,2006-02-17,Grade 6,Rizal Elementary School,Del Pilar,58.0,87.0,86.0,0.86
STU-300626,Melissa Juarez,2018-11-13,Grade 4,Poblacion National High School,Del Pilar,,,,
STU-300457,Lindsey Lynch,2007-12-26,Grade 6,Mabini Integrated School,Sta. Cruz,72.0,85.0,88.0,0.95
STU-300488,Lauren Stephenson,2014-02-01,Grade 10,Rizal Elementary School,Bayanihan,67.0,83.0,86.0,0.96
STU-300088,Steven Lowe,2012-12-18,Grade 2,Poblacion National High School,Magsaysay,100.0,82.0,96.0,0.96
STU-300483,Daniel Bolton,2016-06-25,Grade 8,Rizal Elementary School,Bagong Silang,80.0,79.0,67.0,0.97
STU-300460,Tricia Jones,2005-07-07,Grade 8,Poblacion National High School,Bayanihan,100.0,78.0,64.0,1.0
STU-300077,Michelle Vasquez,2009-10-01,Grade 10,Poblacion National High School,Sta. Cruz,93.0,65.0,67.0,1.0
STU-300268,Russell Adams,2020-12-15,Grade 8,Rizal Elementary School,Bagong Silang,99.0,85.0,53.0,0.93
STU-300929,Todd Diaz,2021-04-11,Grade 7,San Isidro Elementary School,San Isidro,90.0,71.0,68.0,0.84
STU-300123,Elizabeth Ellis,2016-06-11,Grade 7,San Isidro Elementary School,San Miguel,88.0,74.0,67.0,0.98
STU-300297,Jonathan Johnson,2019-07-28,Grade 6,San Isidro Elementary School,Del Pilar,78.0,71.0,69.0,0.9
STU-300881,Mrs. Cathy Smith,2021-01-27,Grade 5,San Isidro Elementary School,Del Pilar,74.0,87.0,98.0,1.0
STU-300095,Mary Phillips,2008-02-23,Grade 2,Poblacion National High School,Maligaya,59.0,100.0,61.0,0.97
STU-300733,John Thompson,2011-04-08,Grade 6,Mabini Integrated School,Magsaysay,100.0,91.0,74.0,0.93
STU-300011,Dr. Patrick Terry,2008-02-16,Grade 2,Mabini Integrated School,Rizal,55.0,73.0,68.0,0.94
STU-300114,Emily Moody,2020-07-12,Grade 5,Poblacion National High School,Del Pilar,84.0,82.0,77.0,0.93
STU-300843,Cynthia Turner,2006-07-10,Grade 4,Mabini Integrated School,Bayanihan,65.0,100.0,79.0,0.85
STU-300428,Cody Leach,2019-06-15,Grade 10,San Isidro Elementary School,San Miguel,77.0,72.0,80.0,0.91
STU-300257,Alexandra Sanford,2019-06-19,Grade 6,Poblacion National High School,Bayanihan,89.0,80.0,90.0,1.0
STU-300731,Kayla Hodges,2011-06-08,Grade 2,San Isidro Elementary School,Mabini,66.0,93.0,83.0,0.89
STU-300949,Stephanie Miranda,2015-07-20,Grade 5,San Isidro Elementary School,Rizal,79.0,73.0,85.0,0.74
STU-300764,Mark Stark,2017-08-22,Grade 7,Mabini Integrated School,Poblacion,75.0,92.0,71.0,0.92
STU-300352,Andrew Freeman,2009-06-27,Grade 10,Poblacion National High School,San Jose,68.0,89.0,76.0,1.0
STU-300994,Lisa Faulkner,2010-12-18,Grade 8,Rizal Elementary School,Bayanihan,82.0,82.0,88.0,0.93
STU-300773,Dr. Amanda Sandoval,2016-10-26,Grade 6,San Isidro Elementary School,Rizal,100.0,93.0,91.0,0.88
STU-300955,Russell Wright,2008-09-14,Grade 7,San Isidro Elementary School,Maligaya,74.0,81.0,77.0,1.0
STU-300690,Bernard Johnson,2008-01-22,Grade 2,Poblacion National High School,Poblacion,99.0,84.0,92.0,0.91
STU-300922,Kevin Marquez,2007-10-08,Grade 7,Rizal Elementary School,Magsaysay,56.0,60.0,77.0,1.0
STU-300790,Dr. Julian Mcdonald,2008-08-23,Grade 8,San Isidro Elementary School,Magsaysay,81.0,79.0,64.0,1.0
STU-300531,Tabitha Ortiz,2012-10-24,Grade 3,Poblacion National High School,Mabini,71.0,79.0,84.0,0.84
STU-300867,Margaret Lester,2018-07-15,Grade 7,Mabini Integrated School,Bagong Silang,93.0,77.0,82.0,0.81
STU-300169,Jesse Harris,2006-01-19,Grade 2,Rizal Elementary School,Bagong Silang,84.0,91.0,67.0,1.0
STU-300239,Nicholas Lewis,2017-09-07,Grade 8,Rizal Elementary School,Rizal,97.0,81.0,89.0,0.97
STU-300277,Scott Washington,2020-08-10,Grade 2,Poblacion National High School,Mabini,,,,
STU-300160,Paul Gonzalez,2017-05-29,Grade 7,Mabini Integrated School,Sta. Cruz,87.0,69.0,86.0,0.87
STU-300073,Robert Malone,2005-08-30,Grade 10,Rizal Elementary School,Bayanihan,87.0,71.0,76.0,0.91
STU-300529,Courtney Flores,2005-08-02,Grade 8,Mabini Integrated School,San Jose,84.0,71.0,75.0,0.79
STU-300062,Yvonne Stone,2010-07-31,Grade 7,Mabini Integrated School,Bayanihan,67.0,84.0,89.0,0.9
STU-300761,William Jackson,2012-12-12,Grade 2,San Isidro Elementary School,Rizal,,,,
STU-300492,Sarah Duarte,2020-02-28,Grade 5,Rizal Elementary School,Poblacion,81.0,78.0,86.0,0.96
STU-300740,Raymond Daniel,2008-08-05,Grade 10,Rizal Elementary School,Maligaya,,,,
STU-300750,Corey Evans,2018-03-09,Grade 3,Mabini Integrated School,Sta. Cruz,63.0,66.0,57.0,0.93
STU-300741,Elizabeth Armstrong,2019-03-30,Grade 5,Rizal Elementary School,Maligaya,84.0,68.0,69.0,0.91
STU-300830,Steven Mcdowell,2011-09-21,Grade 8,Poblacion National High School,Bayanihan,100.0,87.0,99.0,0.96
STU-300795,James Thompson,2005-11-17,Grade 8,Rizal Elementary School,Magsaysay,68.0,98.0,66.0,0.94
STU-300047,Elizabeth Dixon,2019-03-02,Grade 3,Mabini Integrated School,Magsaysay,72.0,66.0,84.0,0.9
STU-300762,Dr. Vernon Khan MD,2017-07-11,Grade 9,Poblacion National High School,Maligaya,59.0,82.0,87.0,0.93
STU-300591,David Eaton,2019-09-02,Grade 5,Poblacion National High School,Bayanihan,84.0,70.0,74.0,0.89
STU-300807,Luke Steele,2017-07-30,Grade 3,Poblacion National High School,Poblacion,69.0,84.0,83.0,0.94
STU-300334,Sarah Mccormick,2005-09-09,Grade 2,Mabini Integrated School,San Isidro,63.0,84.0,79.0,0.87
STU-300505,Gina Phillips,2006-12-17,Grade 10,Rizal Elementary School,San Miguel,73.0,75.0,83.0,1.0
STU-300020,Daniel Edwards,2012-11-24,Grade 2,Rizal Elementary School,Mabini,82.0,71.0,70.0,0.9
STU-300968,Nicolas Gordon,2005-09-23,Grade 7,Mabini Integrated School,Poblacion,76.0,83.0,82.0,0.92
STU-300424,Dylan Hendricks,2018-08-04,Grade 9,Mabini Integrated School,San Miguel,100.0,91.0,86.0,0.9
STU-300652,Amber Sparks,2008-07-22,Grade 4,Poblacion National High School,Bagong Silang,81.0,78.0,70.0,1.0
STU-300192,Kevin Patterson,2010-10-11,Grade 4,Poblacion National High School,Rizal,84.0,92.0,72.0,0.91
STU-300642,Max Odonnell,2012-12-14,Grade 7,Rizal Elementary School,Poblacion,77.0,79.0,72.0,0.96
STU-300215,Alexis Johnson,2008-06-08,Grade 8,Mabini Integrated School,San Isidro,78.0,66.0,86.0,0.97
STU-300244,Pamela Cobb,2005-06-30,Grade 1,Poblacion National High School,Mabini,88.0,64.0,85.0,0.98
STU-300363,Jill Anthony,2018-06-15,Grade 8,Mabini Integrated School,San Jose,77.0,89.0,86.0,0.91
STU-300998,Christopher Smith,2009-11-12,Grade 3,Mabini Integrated School,San Isidro,65.0,78.0,74.0,0.91
STU-300059,Melissa Collins,2007-01-08,Grade 3,San Isidro Elementary School,San Miguel,,,,
STU-300221,Derrick Anderson,2015-01-02,Grade 8,Rizal Elementary School,San Jose,71.0,79.0,82.0,0.93
STU-300176,Evelyn Wright,2008-11-06,Grade 9,San Isidro Elementary School,Bagong Silang,79.0,66.0,80.0,0.95
STU-300449,Jenna Duncan,2018-06-17,Grade 5,San Isidro Elementary School,San Isidro,632.0,648.0,624.0,7.36
STU-300055,Eric Phillips,2012-02-23,Grade 10,Poblacion National High School,Del Pilar,67.0,70.0,81.0,0.88
STU-300803,Brandi Mccoy,2010-08-15,Grade 6,San Isidro Elementary School,Poblacion,77.0,82.0,61.0,0.95
STU-300254,Jeffrey Walsh,2005-07-26,Grade 1,Rizal Elementary School,Sta. Cruz,83.0,89.0,69.0,0.94
STU-300919,Matthew Santos,2013-05-26,Grade 5,San Isidro Elementary School,San Jose,67.0,68.0,72.0,0.88
STU-300385,Benjamin Coleman,2008-07-18,Grade 4,Poblacion National High School,Sta. Cruz,81.0,77.0,78.0,0.93
STU-300948,Samantha Ramirez,2018-12-14,Grade 10,Mabini Integrated School,San Jose,79.0,91.0,83.0,0.83
STU-300197,Lee Brown,2009-04-06,Grade 4,Poblacion National High School,Mabini,82.0,75.0,80.0,0.91
STU-300068,Michael Ramsey,2009-09-11,Grade 9,Rizal Elementary School,Poblacion,62.0,69.0,80.0,0.93
STU-300722,Heather Davis,2013-09-24,Grade 10,Mabini Integrated School,Maligaya,62.0,95.0,80.0,0.88
STU-300744,Benjamin Wilson,2008-11-08,Grade 5,Rizal Elementary School,Poblacion,68.0,87.0,52.0,1.0
STU-300713,Julia Lewis,2011-02-15,Grade 1,San Isidro Elementary School,Mabini,56.0,89.0,81.0,0.95
STU-300168,Laura Avila,2010-08-31,Grade 10,Rizal Elementary School,Mabini,80.0,88.0,85.0,0.84
STU-300185,James Hampton,2018-11-06,Grade 8,Rizal Elementary School,Magsaysay,85.0,64.0,77.0,0.96
STU-300035,Lauren Anderson,2005-09-25,Grade 8,Poblacion National High School,San Isidro,68.0,81.0,65.0,0.95
STU-300641,Julia Wilson,2021-05-02,Grade 3,Mabini Integrated School,San Isidro,96.0,76.0,84.0,0.85
