order_id,order_date,customer_name,barangay,product,category,quantity,unit_price,total_amount,payment_method
SO-100059,2026-05-24,Shelby Arnold,Bayanihan,Cooking Oil,Household,,,,Cash
SO-100221,2026-05-24,Lisa Shaw,Bagong Silang,Cooking Oil,Personal Care,4.0,206.81,827.24,Bank Transfer
SO-100176,2026-05-24,Christopher Bradford,Magsaysay,Milk,Beverage,2.0,346.28,692.56,Card
SO-100449,2026-05-24,Erin Hall,San Jose,Coffee,Household,32.0,3956.12,12662.48,Cash
SO-100055,2026-05-24,Jean Hernandez,Bagong Silang,Milk,Beverage,3.0,710.72,2132.16,GCash
SO-100803,2026-05-24,Jared Hansen,Sta. Cruz,Rice,Household,4.0,261.32,1045.28,Bank Transfer
SO-100254,2026-05-24,Zachary Mooney,San Jose,Soap,Personal Care,5.0,253.15,1265.75,Card
SO-100919,2026-05-24,Jonathan Gilbert,San Jose,Rice,Grocery,6.0,169.45,1016.7,Bank Transfer
SO-100385,2026-05-24,Elizabeth Smith,San Isidro,Rice,Personal Care,7.0,180.36,1262.52,GCash
SO-100948,2026-05-24,Jonathan Newman,Maligaya,Instant Noodles,Personal Care,6.0,600.31,3601.86,Bank Transfer
SO-100197,2026-05-24,Teresa Brady,Del Pilar,Instant Noodles,Personal Care,2.0,631.43,1262.86,Cash
SO-100068,2026-05-24,Oscar Miller,Del Pilar,Rice,Personal Care,3.0,117.09,351.27,GCash
SO-100722,2026-05-24,Justin Smith,Magsaysay,Coffee,Beverage,5.0,73.37,366.85,GCash
SO-100744,2026-05-24,Peter Johnson,Maligaya,Shampoo,Personal Care,4.0,874.18,3496.72,GCash
SO-100713,2026-05-24,Amanda Smith,San Miguel,Soap,Household,4.0,659.94,2639.76,Bank Transfer
SO-100168,2026-05-24,Angel Washington,San Isidro,Instant Noodles,Personal Care,4.0,682.46,2729.84,Bank Transfer
SO-100185,2026-05-24,Evelyn Stevens,Mabini,Soap,Beverage,4.0,884.69,3538.76,GCash
SO-100035,2026-05-24,Eric Medina,Sta. Cruz,Canned Sardines,Household,2.0,425.34,850.68,Cash
SO-100641,2026-05-24,John Sanchez,Rizal,Milk,Personal Care,2.0,770.51,1541.02,Card
